1520482337,f2bbccddeeaa,1520482335,ffbbccddeeaa,-74,2 
1520482338,f4bbccddeeaa,1520482333,ffbbccddeeaa,-87,2 
1520482338,f1bbccddeeaa,1520482335,ffbbccddeeaa,-78,2 
1520482338,f2bbccddeeaa,1520482337,ffbbccddeeaa,-74,2 
1520482339,f1bbccddeeaa,1520482338,ffbbccddeeaa,-75,2 
1520482339,f3bbccddeeaa,1520482338,ffbbccddeeaa,-74,2 
1520482339,f4bbccddeeaa,1520482338,ffbbccddeeaa,-78,2 
1520482341,f1bbccddeeaa,1520482340,ffbbccddeeaa,-75,2 
1520482341,f4bbccddeeaa,1520482340,ffbbccddeeaa,-78,2 
1520482341,f2bbccddeeaa,1520482340,ffbbccddeeaa,-70,2 
1520482341,f3bbccddeeaa,1520482340,ffbbccddeeaa,-71,2 
1520482342,f3bbccddeeaa,1520482341,ffbbccddeeaa,-71,2 
1520482342,f1bbccddeeaa,1520482342,ffbbccddeeaa,-75,2 
1520482343,f4bbccddeeaa,1520482342,ffbbccddeeaa,-77,2 
1520482343,f2bbccddeeaa,1520482343,ffbbccddeeaa,-78,2 
1520482343,f3bbccddeeaa,1520482343,ffbbccddeeaa,-82,2 
1520482345,f4bbccddeeaa,1520482344,ffbbccddeeaa,-78,2 
1520482345,f1bbccddeeaa,1520482345,ffbbccddeeaa,-78,2 
1520482346,f2bbccddeeaa,1520482345,ffbbccddeeaa,-70,2 
1520482346,f3bbccddeeaa,1520482345,ffbbccddeeaa,-71,2 
1520482348,f3bbccddeeaa,1520482348,ffbbccddeeaa,-75,2 
1520482348,f1bbccddeeaa,1520482348,ffbbccddeeaa,-75,2 
1520482349,f2bbccddeeaa,1520482348,ffbbccddeeaa,-75,2 
1520482350,f4bbccddeeaa,1520482350,ffbbccddeeaa,-89,2 
1520482351,f1bbccddeeaa,1520482350,ffbbccddeeaa,-78,2 
1520482352,f1bbccddeeaa,1520482351,ffbbccddeeaa,-78,2 
1520482352,f4bbccddeeaa,1520482351,ffbbccddeeaa,-85,2 
1520482352,f2bbccddeeaa,1520482352,ffbbccddeeaa,-67,2 
1520482352,f3bbccddeeaa,1520482352,ffbbccddeeaa,-73,2 
1520482354,f1bbccddeeaa,1520482353,ffbbccddeeaa,-79,2 
1520482355,f4bbccddeeaa,1520482354,ffbbccddeeaa,-82,2 
1520482355,f3bbccddeeaa,1520482354,ffbbccddeeaa,-76,2 
1520482355,f2bbccddeeaa,1520482355,ffbbccddeeaa,-72,2 
1520482356,f1bbccddeeaa,1520482356,ffbbccddeeaa,-78,2 
1520482358,f4bbccddeeaa,1520482357,ffbbccddeeaa,-85,2 
1520482358,f2bbccddeeaa,1520482357,ffbbccddeeaa,-70,2 
1520482359,f1bbccddeeaa,1520482359,ffbbccddeeaa,-84,2 
1520482360,f4bbccddeeaa,1520482359,ffbbccddeeaa,-85,2 
1520482360,f4bbccddeeaa,1520482360,ffbbccddeeaa,-77,2 
1520482361,f2bbccddeeaa,1520482360,ffbbccddeeaa,-75,2 
1520482361,f3bbccddeeaa,1520482360,ffbbccddeeaa,-78,2 
1520482361,f4bbccddeeaa,1520482360,ffbbccddeeaa,-85,2 
1520482362,f2bbccddeeaa,1520482361,ffbbccddeeaa,-78,2 
1520482362,f4bbccddeeaa,1520482361,ffbbccddeeaa,-85,2 
1520482362,f3bbccddeeaa,1520482362,ffbbccddeeaa,-71,2 
1520482363,f1bbccddeeaa,1520482362,ffbbccddeeaa,-86,2 
1520482364,f4bbccddeeaa,1520482363,ffbbccddeeaa,-77,2 
1520482365,f2bbccddeeaa,1520482364,ffbbccddeeaa,-89,2 
1520482367,f3bbccddeeaa,1520482366,ffbbccddeeaa,-70,2 
1520482367,f4bbccddeeaa,1520482367,ffbbccddeeaa,-77,2 
1520482369,f1bbccddeeaa,1520482368,ffbbccddeeaa,-78,2 
1520482369,f2bbccddeeaa,1520482369,ffbbccddeeaa,-76,2 
1520482369,f3bbccddeeaa,1520482369,ffbbccddeeaa,-74,2 
1520482369,f4bbccddeeaa,1520482369,ffbbccddeeaa,-77,2 
1520482385,f2bbccddeeaa,1520482370,ffbbccddeeaa,-77,2 
1520482385,f3bbccddeeaa,1520482372,ffbbccddeeaa,-80,2 
1520482385,f4bbccddeeaa,1520482372,ffbbccddeeaa,-91,2 
1520482385,f1bbccddeeaa,1520482371,ffbbccddeeaa,-76,2 
1520482385,f4bbccddeeaa,1520482375,ffbbccddeeaa,-78,2 
1520482385,f2bbccddeeaa,1520482371,ffbbccddeeaa,-73,2 
1520482385,f3bbccddeeaa,1520482375,ffbbccddeeaa,-72,2 
1520482385,f1bbccddeeaa,1520482372,ffbbccddeeaa,-76,2 
1520482386,f4bbccddeeaa,1520482378,ffbbccddeeaa,-70,2 
1520482386,f2bbccddeeaa,1520482373,ffbbccddeeaa,-83,2 
1520482386,f1bbccddeeaa,1520482375,ffbbccddeeaa,-80,2 
1520482386,f3bbccddeeaa,1520482377,ffbbccddeeaa,-80,2 
1520482387,f4bbccddeeaa,1520482380,ffbbccddeeaa,-70,2 
1520482387,f2bbccddeeaa,1520482374,ffbbccddeeaa,-76,2 
1520482387,f1bbccddeeaa,1520482380,ffbbccddeeaa,-84,2 
1520482387,f3bbccddeeaa,1520482380,ffbbccddeeaa,-74,2 
1520482387,f4bbccddeeaa,1520482382,ffbbccddeeaa,-79,2 
1520482388,f2bbccddeeaa,1520482376,ffbbccddeeaa,-86,2 
1520482388,f1bbccddeeaa,1520482382,ffbbccddeeaa,-77,2 
1520482388,f3bbccddeeaa,1520482381,ffbbccddeeaa,-80,2 
1520482388,f4bbccddeeaa,1520482383,ffbbccddeeaa,-73,2 
1520482388,f1bbccddeeaa,1520482386,ffbbccddeeaa,-79,2 
1520482388,f2bbccddeeaa,1520482381,ffbbccddeeaa,-80,2 
1520482388,f3bbccddeeaa,1520482384,ffbbccddeeaa,-73,2 
1520482389,f4bbccddeeaa,1520482388,ffbbccddeeaa,-70,2 
1520482389,f2bbccddeeaa,1520482382,ffbbccddeeaa,-70,2 
1520482389,f3bbccddeeaa,1520482386,ffbbccddeeaa,-80,2 
1520482389,f2bbccddeeaa,1520482384,ffbbccddeeaa,-76,2 
1520482390,f1bbccddeeaa,1520482389,ffbbccddeeaa,-84,2 
1520482390,f3bbccddeeaa,1520482389,ffbbccddeeaa,-73,2 
1520482390,f2bbccddeeaa,1520482387,ffbbccddeeaa,-76,2 
1520482390,f4bbccddeeaa,1520482390,ffbbccddeeaa,-80,2 
1520482391,f2bbccddeeaa,1520482389,ffbbccddeeaa,-76,2 
1520482391,f1bbccddeeaa,1520482391,ffbbccddeeaa,-79,2 
1520482392,f3bbccddeeaa,1520482391,ffbbccddeeaa,-73,2 
1520482392,f4bbccddeeaa,1520482391,ffbbccddeeaa,-73,2 
1520482392,f2bbccddeeaa,1520482392,ffbbccddeeaa,-69,2 
1520482392,f1bbccddeeaa,1520482392,ffbbccddeeaa,-77,2 
1520482394,f2bbccddeeaa,1520482394,ffbbccddeeaa,-74,2 
1520482394,f4bbccddeeaa,1520482394,ffbbccddeeaa,-70,2 
1520482395,f1bbccddeeaa,1520482394,ffbbccddeeaa,-81,2 
1520482396,f3bbccddeeaa,1520482396,ffbbccddeeaa,-81,2 
1520482397,f2bbccddeeaa,1520482396,ffbbccddeeaa,-67,2 
1520482399,f3bbccddeeaa,1520482398,ffbbccddeeaa,-72,2 
1520482399,f4bbccddeeaa,1520482399,ffbbccddeeaa,-70,2 
1520482400,f2bbccddeeaa,1520482399,ffbbccddeeaa,-69,2 
1520482401,f1bbccddeeaa,1520482401,ffbbccddeeaa,-83,2 
1520482402,f3bbccddeeaa,1520482401,ffbbccddeeaa,-73,2 
1520482403,f2bbccddeeaa,1520482402,ffbbccddeeaa,-76,2 
1520482403,f3bbccddeeaa,1520482402,ffbbccddeeaa,-82,2 
1520482403,f4bbccddeeaa,1520482402,ffbbccddeeaa,-73,2 
1520482405,f1bbccddeeaa,1520482404,ffbbccddeeaa,-84,2 
1520482405,f4bbccddeeaa,1520482404,ffbbccddeeaa,-70,2 
1520482405,f3bbccddeeaa,1520482405,ffbbccddeeaa,-73,2 
1520482406,f2bbccddeeaa,1520482406,ffbbccddeeaa,-76,2 
1520482409,f3bbccddeeaa,1520482407,ffbbccddeeaa,-72,2 
1520482409,f4bbccddeeaa,1520482407,ffbbccddeeaa,-79,2 
1520482409,f1bbccddeeaa,1520482407,ffbbccddeeaa,-80,2 
1520482409,f2bbccddeeaa,1520482407,ffbbccddeeaa,-79,2 
1520482410,f3bbccddeeaa,1520482408,ffbbccddeeaa,-74,2 
1520482411,f4bbccddeeaa,1520482410,ffbbccddeeaa,-77,2 
1520482411,f2bbccddeeaa,1520482411,ffbbccddeeaa,-70,2 
1520482412,f2bbccddeeaa,1520482412,ffbbccddeeaa,-75,2 
1520482412,f4bbccddeeaa,1520482412,ffbbccddeeaa,-76,2 
1520482413,f1bbccddeeaa,1520482413,ffbbccddeeaa,-84,2 
1520482414,f3bbccddeeaa,1520482413,ffbbccddeeaa,-69,2 
1520482414,f4bbccddeeaa,1520482413,ffbbccddeeaa,-70,2 
1520482415,f2bbccddeeaa,1520482414,ffbbccddeeaa,-76,2 
1520482416,f1bbccddeeaa,1520482415,ffbbccddeeaa,-73,2 
1520482417,f3bbccddeeaa,1520482416,ffbbccddeeaa,-76,2 
1520482417,f4bbccddeeaa,1520482416,ffbbccddeeaa,-70,2 
1520482417,f2bbccddeeaa,1520482417,ffbbccddeeaa,-82,2 
1520482419,f1bbccddeeaa,1520482419,ffbbccddeeaa,-86,2 
1520482420,f2bbccddeeaa,1520482419,ffbbccddeeaa,-74,2 
1520482420,f4bbccddeeaa,1520482419,ffbbccddeeaa,-73,2 
1520482422,f3bbccddeeaa,1520482421,ffbbccddeeaa,-88,2 
1520482422,f1bbccddeeaa,1520482421,ffbbccddeeaa,-82,2 
1520482423,f1bbccddeeaa,1520482422,ffbbccddeeaa,-86,2 
1520482423,f2bbccddeeaa,1520482423,ffbbccddeeaa,-82,2 
1520482423,f3bbccddeeaa,1520482423,ffbbccddeeaa,-75,2 
1520482423,f4bbccddeeaa,1520482423,ffbbccddeeaa,-77,2 
1520482425,f2bbccddeeaa,1520482425,ffbbccddeeaa,-71,2 
1520482426,f1bbccddeeaa,1520482425,ffbbccddeeaa,-77,2 
1520482426,f3bbccddeeaa,1520482425,ffbbccddeeaa,-73,2 
1520482426,f4bbccddeeaa,1520482426,ffbbccddeeaa,-73,2 
1520482429,f2bbccddeeaa,1520482428,ffbbccddeeaa,-75,2 
1520482429,f3bbccddeeaa,1520482429,ffbbccddeeaa,-74,2 
1520482429,f4bbccddeeaa,1520482428,ffbbccddeeaa,-73,2 
1520482431,f1bbccddeeaa,1520482430,ffbbccddeeaa,-86,2 
